Vehicle,Sold,Delivered,Trim,Stock Number,Pricing,Msrp,Mileage,Leads,Last lead,Deals,Age
2026 Rolls-Royce Phantom,No,No,Sedan,RU235817,766250.0000,766250.0000,27,0,,1,18
2025 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9386158A,68791.0,68791.0,7148,0,,1,18
2025 MINI Countryman,No,No,S ALL4,M2X79685A,36891.0,36891.0,5585,2,04/30/2026 15:59:35 +00:00,2,18
2023 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9380582A,46981.0,46981.0,23689,3,05/06/2026 16:25:55 +00:00,3,18
2024 Tesla Model X,No,No,AWD,BCU71238A,69981.0,69981.0,20908,2,04/28/2026 15:20:08 +00:00,3,18
2026 BMW 7 Series,No,No,740i Sedan,BCX64114,118180.0,118180.0,5,1,05/03/2026 20:13:23 +00:00,4,18
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235716,645750.0000,645750.0000,27,0,,0,19
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU235874,507350.0000,507350.0000,25,0,,0,19
2026 Bentley Continental GTC,No,No,,RC029132,449375.0000,449375.0000,30,0,,0,19
2026 Bentley Continental GTC,No,No,,RC028468,402440.0,402440.0,31,0,,0,19
2025 Mercedes-Benz C-Class,No,No,C 300 Sedan,BFW36702A,42591.0000,42591.0000,4318,0,,0,19
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9444474,61730.0,61730.0,4,0,,0,19
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9441457,61730.0000,61730.0000,6,0,,0,19
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9441350,61230.0,61230.0,5,0,,0,19
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9444526,65980.0,65980.0,5,0,,1,19
2022 Audi Q3,No,No,S line Premium 45 TFSI quattro,B9420909A,26891.0,26891.0,29303,0,,1,19
2024 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9430450A,61891.0,61891.0,8417,1,04/30/2026 20:27:10 +00:00,4,19
2024 Audi A5 Sportback,No,No,S line Premium 45 TFSI quattro,RU230085D,36291.0000,36291.0000,21921,0,,0,20
2026 BMW 8 Series,No,No,840i Gran Coupe,BCX71570,101095.0000,101095.0000,8,0,,0,20
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9440994,59730.0,59730.0,6,0,,0,20
2026 BMW 4 Series,No,No,M440i Convertible,BCX64457,80375.0000,80375.0000,8,0,,0,20
2026 BMW 8 Series,No,No,M850i xDrive Gran Coupe,BCX62099,133050.0000,133050.0000,8,0,,0,20
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9439187,60580.0,60580.0,5,0,,0,20
2020 Porsche Panamera,No,No,4S AWD,RPU220046A,63591.0,63591.0,33536,0,,1,20
2026 Aston Martin Vantage,No,No,Coupe,RU235442A,229990.0,229990.0,1137,1,04/18/2026 21:55:03 +00:00,1,20
2026 BMW X3,Yes,Yes,30 xDrive Sports Activity Vehicle,B9438742,61080.0,61080.0,7,1,05/06/2026 19:06:43 +00:00,1,20
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9440825,60600.0000,60600.0000,5,0,,1,20
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9438731,59230.0000,59230.0000,4,0,,1,20
2026 BMW 4 Series,No,No,430i Convertible,BCX59102,69725.0,69725.0,9,1,04/21/2026 14:33:01 +00:00,1,20
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9439062,58730.0,58730.0,5,1,04/21/2026 20:32:55 +00:00,2,20
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW52004,51050.0000,51050.0000,7,1,04/21/2026 11:01:43 +00:00,3,20
2026 BMW M4,No,No,Coupe,BCX68553,90400.0,90400.0,7,1,05/05/2026 21:53:46 +00:00,6,20
2026 MINI Hardtop 2 Door,No,No,John Cooper Works FWD,M2Y32845,47395.0000,47395.0000,8,0,,0,21
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW55248,62915.0000,62915.0000,7,0,,0,21
2025 MINI Countryman,No,No,S ALL4,BP7R21070,43380.0000,43380.0000,6288,0,,0,21
2025 MINI Countryman,No,No,S ALL4,BP7S80659,0.0000,0.0000,7132,0,,0,21
2025 MINI Countryman,No,No,S ALL4,BP7R82453,42380.0000,42380.0000,11052,0,,0,21
2025 BMW 2 Series,No,No,230i Coupe,BCW62502A,41891.0000,41891.0000,3336,0,,0,21
2026 BMW 2 Series,No,No,230i Coupe,B8G31215,51805.0000,51805.0000,11,0,,0,21
2025 BMW X3,No,No,30 xDrive Sports Activity Vehicle,BP9138228,0.0,0.0,5747,0,,1,21
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5623869,48575.0,48575.0,5,1,04/21/2026 18:03:42 +00:00,1,21
2026 BMW i7,No,No,eDrive50 Sedan,BCX68144,120030.0000,120030.0000,14,0,,1,21
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5620656,47575.0000,47575.0000,6,0,,1,21
2025 BMW X1,No,No,xDrive28i Sports Activity Vehicle,BP5362731,0.0,0.0,5746,0,,2,21
2026 MINI Countryman,No,No,S ALL4,M7V33560,36075.0000,36075.0000,7,1,04/20/2026 14:58:03 +00:00,2,21
2026 BMW 4 Series,No,No,M440i Coupe,BCX60339,73825.0,73825.0,7,2,04/25/2026 16:28:08 +00:00,2,21
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5615207,49125.0,49125.0,6,1,05/06/2026 16:37:46 +00:00,3,21
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5623665,48325.0,48325.0,5,2,04/18/2026 14:20:34 +00:00,3,21
2026 BMW X2,No,No,xDrive28i Sports Activity Coupe,B5616927,55025.0,55025.0,5,0,,4,21
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5621805,45740.0,45740.0,7,1,04/20/2026 22:24:48 +00:00,5,21
2024 MINI Clubman,No,No,Cooper S FWD,LP2U54014,0.0,0.0,35946,1,04/19/2026 11:20:40 -05:00,1,22
2023 BMW X3,No,No,sDrive30i Sports Activity Vehicle South Africa,B9388182A,36291.0000,36291.0000,26526,0,,0,22
2023 Honda CR-V Hybrid,No,No,Sport Touring AWD,B9395642A,31591.0,31591.0,46080,0,,0,22
2025 Mercedes-Benz S-Class,No,No,Maybach S 680 4MATIC Sedan,RU235790A,188425.0,188425.0,14038,3,04/27/2026 18:52:33 +00:00,4,22
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235795,600550.0,600550.0,24,1,04/30/2026 08:19:05 -05:00,4,23
2024 BMW iX,No,No,xDrive50 Sports Activity Vehicle,BPCN76704,55917.0,55917.0,17465,1,04/18/2026 16:40:21 +00:00,0,23
2023 BMW iX,No,No,xDrive50 Sports Activity Vehicle,BPCM90902,49981.0000,49981.0000,26369,0,,0,23
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5609248,50530.0,50530.0,10,0,,1,23
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9434042,60260.0000,60260.0000,5,0,,1,23
2025 Mercedes-Benz S-Class,No,No,S 580 4MATIC Sedan,RC027876A,129990.0,129990.0,5820,1,05/01/2026 19:56:26 +00:00,1,23
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235588,606350.0000,606350.0000,23,0,,1,23
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU235565A,509819.0,509819.0,3190,0,,1,23
2026 MINI Convertible,No,No,Cooper S FWD,M2Y40591,45540.0,45540.0,9,0,,1,23
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9435753,59710.0000,59710.0000,5,0,,2,23
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5632138,46380.0,46380.0,8,2,05/01/2026 11:44:02 +00:00,2,23
2026 BMW X2,No,No,M35i Sports Activity Coupe,B5607126,61285.0,61285.0,5,1,04/28/2026 16:43:15 +00:00,5,23
2026 BMW 4 Series,No,No,430i Convertible,BCX47050,63950.0000,63950.0000,7,3,05/04/2026 13:18:28 +00:00,5,23
2018 MINI Hardtop 4 Door,No,No,Cooper S FWD,BP3R02348A,0.0000,0.0000,33928,0,,0,24
2026 Bentley Continental GTC,No,No,,RC029170,406940.0,406940.0,35,0,,0,25
2026 Bentley Continental GTC,No,No,,RC028460,409560.0000,409560.0000,27,0,,0,25
2024 BMW 4 Series,No,Yes,M440i xDrive Convertible,BCX33627A,62891.0,62891.0,12109,2,04/20/2026 03:42:34 +00:00,0,25
2026 Rolls-Royce Phantom,No,No,Sedan,RU235657,737050.0,737050.0,25,0,,1,25
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9433731,57810.0,57810.0,5,1,04/30/2026 22:47:37 +00:00,1,25
2027 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9430982,95480.0,95480.0,5,1,05/02/2026 00:09:12 +00:00,1,25
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9433786,57810.0,57810.0,5,1,04/18/2026 16:01:47 +00:00,1,25
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9432386,57810.0,57810.0,8,0,,2,25
2026 BMW X5,Yes,No,sDrive40i Sports Activity Vehicle,B9434886,77500.0000,77500.0000,5,1,03/09/2026 12:54:49 +00:00,2,25
2026 Bentley Continental GTC,No,No,Base,RC028313,503020.0000,503020.0000,27,1,04/30/2026 12:11:41 +00:00,2,25
2027 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9430310,99080.0,99080.0,6,0,,2,25
2024 BMW X5,Yes,Yes,xDrive40i Sports Activity Vehicle,B9397958A,60891.0,60891.0,9717,4,05/03/2026 16:46:43 +00:00,3,25
2027 BMW X6,No,No,xDrive40i Sports Activity Coupe,B9432762,86180.0,86180.0,4,0,,5,25
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9434798,80550.0,80550.0,6,2,04/20/2026 21:26:01 +00:00,6,25
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9433793,53310.0,53310.0,4,6,05/04/2026 21:26:21 +00:00,16,25
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW55796,68215.0000,68215.0000,6,0,,0,26
2024 Lexus RX,No,No,RX 500h F SPORT Performance AWD,B9209326B,65425.0000,65425.0000,36816,0,,0,26
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9431253,62010.0000,62010.0000,8,0,,1,26
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9431716,57310.0000,57310.0000,6,0,,1,26
2024 BMW X3,No,No,sDrive30i Sports Activity Vehicle,B9392312A,32404.0,32404.0,39717,2,04/27/2026 19:30:38 +00:00,2,26
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9434760,77500.0000,77500.0000,6,1,02/24/2026 07:06:50 +00:00,2,26
2026 BMW 3 Series,Yes,No,330i Sedan *Ltd Avail*,BFW50280,56865.0,56865.0,10,0,,2,26
2024 BMW 3 Series,No,No,330i Sedan,B8G27271A,35591.0,35591.0,22969,3,05/05/2026 16:28:13 +00:00,3,26
2026 BMW X5,No,No,xDrive40i Sports Activity Vehicle,B9434332,83245.0000,83245.0000,5,1,03/30/2026 12:12:53 +00:00,5,26
2027 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9434681,100180.0,100180.0,6,3,05/02/2026 18:48:21 +00:00,6,26
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y40221,39140.0,39140.0,8,0,,0,27
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y40037,38390.0000,38390.0000,10,0,,0,27
2026 MINI Convertible,No,No,Cooper S FWD,M2Y41636,42490.0000,42490.0000,9,0,,1,27
2026 Audi RS Q8,No,No,performance quattro,RU232595A,148425.0000,148425.0000,2514,1,04/22/2026 20:36:05 +00:00,1,27
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW39941,57465.0,57465.0,5,0,,1,27
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y38358,41440.0,41440.0,8,1,04/17/2026 17:59:13 +00:00,1,27
2026 MINI Convertible,No,No,Cooper S FWD,M2Y41572,43540.0,43540.0,7,0,,1,27
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235353,573750.0000,573750.0000,25,1,04/15/2026 06:46:56 +00:00,1,27
2023 Rolls-Royce Cullinan,No,No,Sport Utility,RU235421A,359990.0000,359990.0000,14099,1,04/09/2026 10:41:18 +00:00,2,27
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y37287,38390.0,38390.0,8,0,,4,27
2022 BMW M4,No,No,Competition xDrive Coupe,BPCJ10574,94990.0,94990.0,32613,1,04/23/2026 15:20:19 +00:00,4,27
2026 Bentley Continental GT,No,No,Speed,RC028381,437740.0,437740.0,23,0,,0,28
2026 Bentley Continental GT,No,No,Base,RC028417,331320.0000,331320.0000,29,0,,0,28
2026 Bentley Continental GTC,No,No,Base,RC028734,335275.0000,335275.0000,25,0,,0,28
2026 Bentley Continental GTC,No,No,Base,RC029376,415250.0,415250.0,31,0,,0,28
2026 Bentley Continental GTC,No,No,Base,RC028418,354610.0000,354610.0000,30,0,,1,28
2022 Bentley Continental,No,No,GT V8 Convertible,RC027928A,234567.0000,234567.0000,14409,1,05/02/2026 01:12:10 +00:00,3,28
2024 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9409465A,51291.0,51291.0,26703,2,04/22/2026 20:55:42 +00:00,4,28
2024 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9381465A,61291.0000,61291.0000,9090,0,,0,29
2024 Ferrari 296 GTS,Yes,Yes,Convertible,RU235593A,429990.0,429990.0,1837,1,04/21/2026 19:59:14 +00:00,2,29
2022 Bentley Continental,No,No,GT V8 Coupe,BPC003311A,190298.0,190298.0,11793,0,,1,30
2024 MINI Countryman,No,No,Cooper S FWD,M2W51196A,37425.0000,37425.0000,25418,0,,0,30
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9426661,60710.0000,60710.0000,5,0,,0,30
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW51146,56700.0,56700.0,6,0,,1,30
2026 MINI Convertible,No,No,Cooper S FWD,M2Y42279,43540.0,43540.0,8,0,,1,30
2026 BMW 8 Series,No,No,840i Gran Coupe,BCX68763,99145.0,99145.0,5,0,,1,30
2026 MINI Convertible,No,No,Cooper S FWD,M2Y39883,43240.0,43240.0,8,2,04/19/2026 01:00:25 +00:00,2,30
2026 BMW X3,No,No,M50 xDrive Sports Activity Vehicle,B9426758,74360.0,74360.0,8,1,04/21/2026 17:22:11 +00:00,2,30
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW52856,51050.0,51050.0,6,1,04/21/2026 18:07:04 +00:00,2,30
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9426821,61010.0,61010.0,6,0,,3,30
2021 MINI Convertible,No,No,Cooper S FWD,BP3R39202A,23791.0,23791.0,31818,4,05/01/2026 16:07:36 +00:00,4,30
2026 BMW 3 Series,No,No,M340i Sedan *Ltd Avail*,BFW52212,68265.0,68265.0,5,4,05/04/2026 20:18:26 +00:00,7,30
2026 BMW M3,No,No,Competition xDrive Sedan,BFW53393,95050.0000,95050.0000,9,7,05/05/2026 14:21:49 +00:00,8,30
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5632329,45130.0,45130.0,10,8,05/04/2026 03:28:36 +00:00,12,30
2023 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235626A,359990.0000,359990.0000,12277,0,,0,31
2024 BMW X3,No,No,sDrive30i Sports Activity Vehicle South Africa,BCU39847A,38791.0,38791.0,19398,1,05/03/2026 23:42:55 +00:00,1,31
2023 Bentley Continental,No,No,GT V8 Convertible,RC028046A,236146.0,236146.0,23170,0,,1,31
2025 Subaru Outback,No,No,Wilderness AWD,B8G22453A,36591.0,36591.0,1336,2,04/24/2026 03:15:53 +00:00,2,31
2024 BMW 5 Series,No,No,530i Sedan,BCX57619A,43981.0,43981.0,14552,2,04/20/2026 09:54:12 -05:00,3,32
2024 Bentley Flying Spur,No,No,Speed Sedan,RU235181A,263300.0000,263300.0000,1379,0,,0,32
2023 Bentley Continental,No,No,GT V8 Coupe,BPC007382,219990.0,219990.0,13934,0,,0,32
2022 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9339744A,44491.0,44491.0,51481,1,04/08/2026 07:18:35 +00:00,1,32
2024 BMW X3,No,No,sDrive30i Sports Activity Vehicle,B9414234A,39823.0,39823.0,13735,1,04/16/2026 00:55:04 +00:00,2,32
2024 Mercedes-Benz GLE,No,No,AMG GLE 53 4MATIC+ Coupe,M2Y04509A,77227.0,77227.0,13795,2,05/06/2026 17:39:54 +00:00,2,32
2024 BMW 5 Series,No,No,530i Sedan,BCW94999A,46791.0,46791.0,20618,4,05/03/2026 13:55:52 +00:00,5,32
2026 BMW 2 Series,No,No,230i Coupe,B8G28001,51630.0000,51630.0000,6,0,,3,33
2023 BMW 4 Series,No,Yes,M440i Coupe,BCV94150A,48791.0,48791.0,44500,2,04/16/2026 21:07:37 +00:00,4,33
2026 MINI Countryman,No,No,SE ALL4,M7U93500,49375.0,49375.0,6,1,04/17/2026 05:25:43 +00:00,7,33
2026 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU235592,594750.0,594750.0,36,0,,0,34
2020 Rolls-Royce Cullinan,No,No,Sport Utility,BPU201251,279990.0000,279990.0000,15131,1,04/19/2026 10:03:09 +00:00,1,34
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9421954,78050.0,78050.0,5,1,04/14/2026 18:31:50 +00:00,1,34
2023 BMW X3,No,No,sDrive30i Sports Activity Vehicle,BP9R45775,33981.0,33981.0,30102,3,04/25/2026 16:08:40 +00:00,3,34
2023 BMW i4,No,No,eDrive35 Gran Coupe,BPFR16111,33981.0,33981.0,32918,6,05/04/2026 14:29:37 +00:00,5,34
2023 BMW 5 Series,No,No,530e xDrive Plug-In Hybrid,BPCN23784,41981.0,41981.0,11498,2,04/20/2026 16:12:48 +00:00,5,34
2023 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU234074A,379990.0,379990.0,16473,0,,0,35
2025 MINI Hardtop 2 Door,No,No,Cooper S FWD,BP2W54759,32591.0000,32591.0000,3670,0,,1,35
2024 Bentley Flying Spur,No,No,Sedan,RC028061A,209990.0000,209990.0000,13159,0,,1,35
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW37784,62730.0,62730.0,8,0,,1,35
2022 BMW X7,No,No,ALPINA XB7 Sports Activity Vehicle,B9418861A,95391.0,95391.0,11780,1,05/05/2026 00:59:48 +00:00,2,35
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW46207,62345.0,62345.0,4,0,,0,36
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5599906,49730.0,49730.0,6,0,,1,36
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5593516,48780.0,48780.0,7,1,04/08/2026 16:02:34 +00:00,1,36
2024 Land Rover Range Rover Sport,No,No,P360 SE,BPA245553A,76291.0,76291.0,17716,1,05/02/2026 14:09:00 +00:00,1,36
2026 Bentley GT,No,No,V8,RC027845A,359990.0000,359990.0000,2860,1,04/04/2026 20:16:32 +00:00,1,36
2026 BMW 3 Series,No,No,330i NA xDrive Sedan,B8G27743,59075.0,59075.0,8,2,04/17/2026 12:53:50 +00:00,1,36
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW49095,61195.0,61195.0,8,1,04/22/2026 18:42:45 +00:00,1,36
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5596971,51580.0,51580.0,5,0,,2,36
2026 BMW i7,No,No,eDrive50 Sedan,BCX57620,122040.0,122040.0,4,1,04/14/2026 22:52:58 +00:00,2,36
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9421315,106050.0,106050.0,5,1,04/04/2026 18:06:22 +00:00,2,36
2025 BMW X5,Yes,Yes,sDrive40i Sports Activity Vehicle,B9337895A,61891.0,61891.0,17607,2,04/24/2026 01:52:22 +00:00,3,36
2026 BMW 4 Series,No,No,430i Convertible,BCX45721,67625.0000,67625.0000,5,2,04/23/2026 11:13:21 +00:00,3,36
2023 Land Rover Range Rover,No,No,P530 SE SWB,RU226594B,95799.0,95799.0,25358,1,05/01/2026 14:02:02 +00:00,3,36
2026 BMW X7,No,No,M60i Sports Activity Vehicle,B9421432,122480.0,122480.0,5,2,04/23/2026 18:06:44 +00:00,5,36
2026 BMW iX,No,No,xDrive45 Sports Activity Vehicle,BCX42636,82575.0,82575.0,8,3,04/23/2026 18:14:34 +00:00,6,36
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU235656,502450.0000,502450.0000,23,0,,0,37
2023 Land Rover Defender,No,No,110 S AWD,RC026240E,51981.0000,51981.0000,18096,0,,0,37
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW48666,62095.0,62095.0,8,0,,0,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW45376,52815.0000,52815.0000,9,0,,0,37
2026 Rolls-Royce Cullinan,No,No,Sport Utility,RU235429,525150.0,525150.0,20,0,,0,37
2026 Bentley Continental GTC,No,No,Base,RC027001,321495.0,321495.0,23,0,,0,37
2026 Bentley Continental GTC,No,No,Base,RC026517,344835.0000,344835.0000,39,0,,1,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW47040,51915.0000,51915.0000,110,0,,1,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW48530,52165.0000,52165.0000,7,0,,1,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW45686,51915.0,51915.0,7,1,05/01/2026 22:23:58 +00:00,1,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW48426,53665.0,53665.0,7,1,04/10/2026 19:19:00 +00:00,1,37
2026 Bentley Continental GT,Yes,No,Base,RC026876,346595.0000,346595.0000,23,0,,1,37
2016 Bentley Continental GT,No,No,2dr Conv Speed,BPC003297A,119990.0000,119990.0000,30967,2,05/01/2026 15:46:07 +00:00,2,37
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28105,57475.0,57475.0,9,0,,2,37
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW48218,51265.0,51265.0,8,1,04/09/2026 20:55:03 +00:00,3,37
2026 BMW 3 Series,Yes,Yes,330i Sedan *Ltd Avail*,BFW46223,51265.0,51265.0,10,4,04/23/2026 19:19:53 +00:00,5,37
2026 BMW 3 Series,No,No,M340i Sedan *Ltd Avail*,BFW49097,68765.0,68765.0,8,7,04/28/2026 17:29:53 +00:00,11,37
2025 Ford Mustang,No,No,Dark Horse Fastback,BCX55102A,61981.0,61981.0,3932,2,04/24/2026 12:49:47 +00:00,2,38
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y34278,39440.0000,39440.0000,8,0,,1,39
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW48610,62345.0000,62345.0000,5,1,04/13/2026 13:49:55 +00:00,1,39
2026 BMW i4,No,No,eDrive40 Gran Coupe,BFW48248,64245.0,64245.0,7,0,,2,39
2023 Bentley Continental,No,No,GT V8 Convertible,RC028243B,248899.0000,248899.0000,5039,2,05/02/2026 19:27:56 +00:00,4,39
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28092,55975.0,55975.0,5,0,,0,40
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9418630,102150.0000,102150.0000,5,0,,0,40
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9370018,76000.0,76000.0,9,0,,1,40
2026 BMW 4 Series,No,No,M440i Coupe,BCX55047,72895.0000,72895.0000,5,1,04/01/2026 18:55:28 +00:00,1,40
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9415102,58410.0000,58410.0000,6,0,,1,40
2024 Land Rover Range Rover,Yes,Yes,P530 SE LWB 7 Seat,RU235090A,109990.0,109990.0,20547,1,05/05/2026 02:09:43 +00:00,2,40
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW43253,56865.0000,56865.0000,6,1,04/11/2026 11:35:11 +00:00,2,40
2026 BMW 4 Series,No,No,M440i Convertible,BCX52298,80145.0,80145.0,8,1,04/06/2026 22:14:46 +00:00,3,40
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW43732,56815.0,56815.0,6,0,,3,40
2026 BMW 2 Series,No,No,230i Coupe,B8G28023,50380.0000,50380.0000,7,2,05/04/2026 13:20:12 +00:00,3,40
2026 BMW M4,No,No,Competition xDrive Coupe,BCX55110,96880.0,96880.0,7,7,05/01/2026 19:42:21 +00:00,10,40
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9414413,60530.0,60530.0,7,0,,0,41
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW43579,57065.0,57065.0,6,0,,0,41
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28435,52975.0000,52975.0000,10,0,,0,41
2026 BMW 8 Series,No,No,840i Gran Coupe,BCX55637,99145.0000,99145.0000,5,0,,1,41
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5600748,47380.0000,47380.0000,5,1,03/10/2026 08:25:45 +00:00,1,41
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28146,56875.0000,56875.0000,6,0,,1,41
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9414751,64160.0,64160.0,5,0,,1,41
2026 BMW 4 Series,No,No,M440i Convertible,BCX45750,80925.0000,80925.0000,5,0,,1,41
2026 BMW 5 Series,No,No,550e xDrive Sedan,BCX45050,83625.0000,83625.0000,8,1,05/05/2026 08:51:51 +00:00,2,41
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28783,56875.0,56875.0,5,0,,2,41
2017 Rolls-Royce Dawn,Yes,No,Convertible,RU233680B,249990.0000,249990.0000,24319,1,04/17/2026 07:24:46 +00:00,3,41
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW44378,50665.0,50665.0,5,1,04/30/2026 20:18:30 +00:00,3,41
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW44948,51315.0,51315.0,10,2,04/17/2026 22:34:24 +00:00,4,41
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9416451,80050.0,80050.0,8,2,05/05/2026 23:19:04 +00:00,4,41
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5592545,52730.0,52730.0,7,3,04/25/2026 18:14:42 +00:00,6,41
2026 BMW 3 Series,No,No,330i NA Sedan,B8G26961,51325.0,51325.0,7,4,05/04/2026 22:58:24 +00:00,8,41
2026 BMW X2,Yes,No,xDrive28i Sports Activity Coupe,B5603755,50885.0,50885.0,10,0,,2,42
2022 Mercedes-Benz G-Class,No,No,AMG G 63 4MATIC SUV,BPC097192B,191617.0,191617.0,13712,0,,5,42
2026 BMW 3 Series,No,No,330i Sedan *Ltd Avail*,BFW37097,53900.0000,53900.0000,10,0,,0,42
2023 Land Rover Range Rover Evoque,No,No,SE AWD,BP8D54674A,31846.0000,31846.0000,36741,0,,0,42
2026 BMW 3 Series,No,No,330i NA Sedan,B8G27750,0.0,0.0,324,0,,0,42
2026 BMW 3 Series,No,No,330i NA Sedan,B8G27803,53825.0,53825.0,8,1,04/16/2026 15:40:56 +00:00,2,42
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28167,51325.0,51325.0,10,0,,2,42
2026 BMW 2 Series,No,No,230i Coupe,B8G28297,48930.0,48930.0,10,2,04/28/2026 21:49:58 +00:00,2,42
